Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Coordinate_Display,Google_Maps_Link,Latitude,Longitude,Geocoding Match,Matched Address
1840534,"November 1, 2020",South Carolina,Hollywood,7800 block of White Point Rd,0,6,0,0,0,,"32.652116, -80.322997","https://www.google.com/maps?q=32.65211581688,-80.322996956288",32.65211581688,-80.322996956288,Match,"7800 WHITE POINT RD, HOLLYWOOD, SC, 29449"
1840265,"November 1, 2020",Indiana,Evansville,664 E Illinois St,0,4,0,0,0,,"37.979123, -87.555149","https://www.google.com/maps?q=37.979123141948,-87.555148862337",37.979123141948,-87.555148862337,Match,"664 E ILLINOIS ST, EVANSVILLE, IN, 47711"
1840364,"November 1, 2020",Oklahoma,Oklahoma City,10601 S Western Ave,1,3,0,0,0,,"35.362100, -97.530080","https://www.google.com/maps?q=35.362099605046,-97.530080324054",35.362099605046,-97.530080324054,Match,"10601 S WESTERN AVE, OKLAHOMA CITY, OK, 73170"
1841432,"November 1, 2020",North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,0,0,1,,"36.062476, -80.152956","https://www.google.com/maps?q=36.062476376665,-80.152956410132",36.062476376665,-80.152956410132,Match,"3900 GLENN HIGH RD, WINSTON SALEM, NC, 27107"
1840310,"November 1, 2020",New Jersey,Atlantic City,2721 Arctic Ave,1,4,0,0,0,,"39.356746, -74.446343","https://www.google.com/maps?q=39.356746289451,-74.446343478013",39.356746289451,-74.446343478013,Match,"2721 ARCTIC AVE, ATLANTIC CITY, NJ, 08401"
1839628,"October 31, 2020",California,Sacramento,2800 block of Normington Dr,0,4,0,0,0,,"38.615596, -121.480212","https://www.google.com/maps?q=38.615595634975,-121.48021176716",38.615595634975,-121.48021176716,Match,"2800 NORMINGTON DR, SACRAMENTO, CA, 95833"
1839576,"October 31, 2020",Washington,Sumner,127th Ave E and Valley Ave E,0,5,0,0,0,,"47.203915, -122.260035","https://www.google.com/maps?q=47.203915318931,-122.260035386601",47.203915318931,-122.260035386601,Match,"127TH AVE E & VALLEY AVE E, SUMNER, WA, 98390"
1839462,"October 31, 2020",California,Anaheim,1210 S State College Blvd,0,4,0,0,0,,"33.817793, -117.889196","https://www.google.com/maps?q=33.817793467481,-117.889196162555",33.817793467481,-117.889196162555,Match,"1210 S STATE COLLEGE BLVD, ANAHEIM, CA, 92806"
1840544,"October 31, 2020",Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,0,0,0,,"36.226630, -115.171359","https://www.google.com/maps?q=36.226629659697,-115.171359077561",36.226629659697,-115.171359077561,Match,"3700 IVERSON LN, NORTH LAS VEGAS, NV, 89032"
1840041,"October 31, 2020",Maryland,College Park,7700 Baltimore Ave,0,7,0,0,0,,7700 Baltimore Ave,,,,No_Match,
1839112,"October 30, 2020",Maryland,Waldorf,2177 Crain Hwy,1,3,0,0,0,,"38.651572, -76.882754","https://www.google.com/maps?q=38.651572346889,-76.882753989984",38.651572346889,-76.882753989984,Match,"2177 CRAIN HWY, WALDORF, MD, 20601"
1839065,"October 30, 2020",Illinois,Chicago,11613 S Vincennes Ave,1,3,0,0,0,,"41.683150, -87.668519","https://www.google.com/maps?q=41.683149776782,-87.668519367096",41.683149776782,-87.668519367096,Match,"11613 S VINCENNES AVE, CHICAGO, IL, 60643"
1838368,"October 29, 2020",Florida,Winter Garden,Center St and 11th St,0,4,0,0,0,,"28.566697, -81.571128","https://www.google.com/maps?q=28.566696655787,-81.571127834811",28.566696655787,-81.571127834811,Match,"CENTER ST & 11TH ST, WINTER GARDEN, FL, 34787"
1837146,"October 28, 2020",Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,0,0,0,,"37.273678, -79.964662","https://www.google.com/maps?q=37.273677597504,-79.96466241645",37.273677597504,-79.96466241645,Match,"1400 RORER AVE SW, ROANOKE, VA, 24016"
1837429,"October 28, 2020",New Jersey,Newark,381 S 6th St,1,3,0,0,1,,"40.734528, -74.199015","https://www.google.com/maps?q=40.734527962611,-74.199015424921",40.734527962611,-74.199015424921,Match,"381 S 6TH ST, NEWARK, NJ, 07103"
1834216,"October 25, 2020",Texas,Fort Worth,1900 block of Carver Ave,2,3,0,0,0,,"32.772880, -97.322047","https://www.google.com/maps?q=32.772880324978,-97.322046945377",32.772880324978,-97.322046945377,Match,"1900 CARVER AVE, FORT WORTH, TX, 76102"
1835030,"October 25, 2020",Texas,San Antonio,2800 block of W Hutchins Pl,1,3,0,0,0,,"29.345550, -98.550367","https://www.google.com/maps?q=29.345549975514,-98.550366928212",29.345549975514,-98.550366928212,Match,"2800 W HUTCHINS PL, SAN ANTONIO, TX, 78224"
1834280,"October 25, 2020",North Carolina,Raleigh,1731 Trawick Rd,1,3,0,0,2,,"35.798978, -78.577826","https://www.google.com/maps?q=35.798977592316,-78.577826389396",35.798977592316,-78.577826389396,Match,"1731 TRAWICK RD, RALEIGH, NC, 27604"
1834617,"October 24, 2020",Mississippi,Greenwood,400 block of W Martin Luther King Dr,2,8,0,0,1,,"33.509939, -90.178386","https://www.google.com/maps?q=33.509938878184,-90.178385874049",33.509938878184,-90.178385874049,Match,"400 W MARTIN LUTHER KING JR DR, GREENWOOD, MS, 38930"
1832977,"October 22, 2020",Louisiana,Rayne,I-10,0,5,0,0,1,,I-10,,,,No_Match,
1832014,"October 22, 2020",Florida,Miami,1830 NW 50 St,1,3,0,0,0,,"25.820642, -80.227096","https://www.google.com/maps?q=25.8206422907,-80.227095956407",25.8206422907,-80.227095956407,Match,"1830 NW 50TH ST, MIAMI, FL, 33142"
1831995,"October 22, 2020",Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,0,0,0,,"42.307074, -71.076635","https://www.google.com/maps?q=42.307074337263,-71.076635406513",42.307074337263,-71.076635406513,Match,"COLUMBIA RD & STANWOOD ST, BOSTON, MA, 02121"
1831091,"October 22, 2020",Maryland,Baltimore,500 block of W Franklin St,0,4,0,0,0,,500 block of W Franklin St,,,,No_Match,
1830875,"October 21, 2020",New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,0,0,1,,"40.657834, -73.950326","https://www.google.com/maps?q=40.657833752432,-73.950325572638",40.657833752432,-73.950325572638,Match,"NOSTRAND AVE & HAWTHORNE ST, BROOKLYN, NY, 11225"
1830822,"October 21, 2020",Mississippi,Canton,1427 W Peace St,2,2,0,0,1,,"32.610445, -90.005549","https://www.google.com/maps?q=32.610444965957,-90.005548733744",32.610444965957,-90.005548733744,Match,"1427 E PEACE ST, CANTON, MS, 39046"
1830092,"October 20, 2020",Texas,Houston,2117 Chenevert St,3,1,0,0,2,,"29.744411, -95.364614","https://www.google.com/maps?q=29.744411212634,-95.364614010386",29.744411212634,-95.364614010386,Match,"2117 CHENEVERT ST, HOUSTON, TX, 77003"
1828796,"October 19, 2020",Louisiana,New Orleans,2599 N Prieur St,1,3,0,0,0,,"29.977256, -90.048454","https://www.google.com/maps?q=29.977256018241,-90.048454205101",29.977256018241,-90.048454205101,Match,"2599 N PRIEUR ST, NEW ORLEANS, LA, 70117"
1829132,"October 19, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,0,0,0,,"40.754985, -82.523506","https://www.google.com/maps?q=40.754984657276,-82.523506072762",40.754984657276,-82.523506072762,Match,"136 STURGES AVE, MANSFIELD, OH, 44903"
1827437,"October 18, 2020",Maryland,Annapolis,100 block of Clay St,1,3,0,0,0,,"38.979766, -76.498401","https://www.google.com/maps?q=38.979766008613,-76.498400573802",38.979766008613,-76.498400573802,Match,"100 CLAY ST, ANNAPOLIS, MD, 21401"
1828080,"October 18, 2020",Illinois,Chicago,200 block of N Sacramento Blvd,1,4,0,0,0,,"41.884977, -87.701392","https://www.google.com/maps?q=41.88497695561,-87.701392138087",41.88497695561,-87.701392138087,Match,"200 N SACRAMENTO BLVD, CHICAGO, IL, 60612"
1828019,"October 18, 2020",Tennessee,Nashville,1100 block of W Grove Ave,0,4,0,0,0,,"36.134767, -86.787073","https://www.google.com/maps?q=36.134767132201,-86.787073115128",36.134767132201,-86.787073115128,Match,"1100 W GROVE AVE, NASHVILLE, TN, 37203"
1826680,"October 17, 2020",New York,Lockport,43 S Niagara St,1,5,0,0,2,,"43.170045, -78.709094","https://www.google.com/maps?q=43.170045158296,-78.70909424574",43.170045158296,-78.70909424574,Match,"43 S NIAGARA ST, LOCKPORT, NY, 14094"
1826613,"October 17, 2020",South Carolina,Rock Hill,524 N Anderson Rd,0,5,0,0,1,,"34.953940, -80.996726","https://www.google.com/maps?q=34.953940408538,-80.996726021374",34.953940408538,-80.996726021374,Match,"524 N ANDERSON RD, ROCK HILL, SC, 29730"
1826444,"October 16, 2020",California,San Jose,175 S Capitol Ave,2,4,0,0,3,,"37.360538, -121.833807","https://www.google.com/maps?q=37.360537933931,-121.833806690686",37.360537933931,-121.833806690686,Match,"175 S CAPITOL AVE, SAN JOSE, CA, 95127"
1825525,"October 16, 2020",Florida,Orlando,2000 block of N Forsyth Rd,3,1,0,0,0,,"28.571892, -81.294480","https://www.google.com/maps?q=28.571892151435,-81.294480045",28.571892151435,-81.294480045,Match,"2000 N FORSYTH RD, ORLANDO, FL, 32807"
1826655,"October 16, 2020",Arizona,Mesa,2115 Guadalupe Rd,1,6,0,0,3,,"33.363969, -111.879087","https://www.google.com/maps?q=33.363968632195,-111.879086574298",33.363968632195,-111.879086574298,Match,"2115 W GUADALUPE RD, MESA, AZ, 85202"
1826675,"October 16, 2020",California,San Francisco,200 block of Scherwin St,1,3,0,0,0,,200 block of Scherwin St,,,,No_Match,
1824979,"October 15, 2020",Louisiana,Lafayette,100 block of Laser Ln,2,2,0,0,1,,"30.270732, -92.032444","https://www.google.com/maps?q=30.270731614044,-92.032444363925",30.270731614044,-92.032444363925,Match,"100 LASER LN, LAFAYETTE, LA, 70507"
1825896,"October 15, 2020",Maryland,Baltimore,2900 block of Westwood Ave,0,7,0,0,0,,"39.308193, -76.666649","https://www.google.com/maps?q=39.308192777943,-76.666649228309",39.308192777943,-76.666649228309,Match,"2900 WESTWOOD AVE, BALTIMORE, MD, 21216"
1824073,"October 14, 2020",Pennsylvania,Philadelphia,6900 block of  Buist Ave,0,4,0,0,0,,"39.916918, -75.234670","https://www.google.com/maps?q=39.916917968892,-75.234669517163",39.916917968892,-75.234669517163,Match,"6900 BUIST AVE, PHILADELPHIA, PA, 19142"
1821574,"October 12, 2020",South Carolina,Myrtle Beach,1012 US-501,2,3,0,0,2,,"33.695592, -78.891529","https://www.google.com/maps?q=33.695591703885,-78.891528511219",33.695591703885,-78.891528511219,Match,"1012 US HWY 501, MYRTLE BEACH, SC, 29577"
