Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Coordinate_Display,Google_Maps_Link,Latitude,Longitude,Geocoding Match,Matched Address
2786253,"December 23, 2023",Texas,Fort Worth,9325 Cynthia Ct,1,4,0,0,0,,"32.619138, -97.296768","https://www.google.com/maps?q=32.619137780208,-97.296767834906",32.619137780208,-97.296767834906,Match,"9325 CYNTHIA CT, FORT WORTH, TX, 76140"
2785646,"December 23, 2023",Maryland,Gwynn Oak (Woodlawn),1808 Woodlawn Dr,1,4,0,0,0,,"39.317587, -76.737616","https://www.google.com/maps?q=39.317587022214,-76.737615776373",39.317587022214,-76.737615776373,Match,"1808 WOODLAWN DR, GWYNN OAK, MD, 21207"
2784986,"December 22, 2023",New York,Corona (Queens),117-29 143rd St,1,3,0,0,1,,117-29 143rd St,,,,No_Match,
2784291,"December 21, 2023",District of Columbia,Washington,1399 Half St SW,2,2,0,0,0,,"38.873020, -77.010722","https://www.google.com/maps?q=38.873020344198,-77.010722309293",38.873020344198,-77.010722309293,Match,"1399 HALF ST SW, WASHINGTON, DC, 20024"
2783287,"December 20, 2023",Pennsylvania,Philadelphia,7300 block of Chelwynde Ave,1,3,0,0,0,,"39.911761, -75.239993","https://www.google.com/maps?q=39.911760970136,-75.239993015988",39.911760970136,-75.239993015988,Match,"7300 CHELWYNDE AVE, PHILADELPHIA, PA, 19153"
2780660,"December 17, 2023",South Carolina,Ridgeland,51 Riverwalk Blvd,2,2,0,0,3,,"32.320002, -80.936682","https://www.google.com/maps?q=32.320001507175,-80.936682376706",32.320001507175,-80.936682376706,Match,"51 RIVERWALK BLVD, RIDGELAND, SC, 29936"
2781391,"December 17, 2023",Alabama,Gainestown,Walker Springs Rd and Wooded Acres Rd,0,4,0,0,1,,"31.475946, -87.740378","https://www.google.com/maps?q=31.47594617663,-87.740378460334",31.47594617663,-87.740378460334,Match,"WALKER SPRINGS RD & WOODED ACRES RD, GAINESTOWN, AL, 36540"
2779489,"December 15, 2023",Tennessee,Memphis,3941 Riverdale Rd,2,3,0,0,1,,"35.038065, -89.831488","https://www.google.com/maps?q=35.038065000496,-89.831487776069",35.038065000496,-89.831487776069,Match,"3941 RIVERDALE RD, MEMPHIS, TN, 38115"
2779676,"December 15, 2023",California,Los Angeles,238 E El Segundo Blvd,1,4,0,0,0,,"33.916360, -118.271006","https://www.google.com/maps?q=33.916359557512,-118.271006437625",33.916359557512,-118.271006437625,Match,"238 E EL SEGUNDO BLVD, LOS ANGELES, CA, 90061"
2779098,"December 14, 2023",Illinois,Ashland,308 Philadelphia Rd,3,1,1,0,0,,"39.921550, -90.118496","https://www.google.com/maps?q=39.921550486824,-90.11849625434",39.921550486824,-90.11849625434,Match,"308 PHILADELPHIA RD, ASHLAND, IL, 62612"
2775971,"December 11, 2023",Nevada,Las Vegas,7545 Oso Blanca Rd,3,1,1,0,0,,"36.296455, -115.289897","https://www.google.com/maps?q=36.296455254861,-115.289896905974",36.296455254861,-115.289896905974,Match,"7545 OSO BLANCA RD, LAS VEGAS, NV, 89149"
2775245,"December 10, 2023",Pennsylvania,Philadelphia,2200 block of N Chadwick St,2,2,0,0,0,,"39.986905, -75.160549","https://www.google.com/maps?q=39.986905203365,-75.16054857044",39.986905203365,-75.16054857044,Match,"2200 N CHADWICK ST, PHILADELPHIA, PA, 19132"
2775006,"December 9, 2023",Georgia,Atlanta,3005 Peachtree Rd NE,3,1,0,0,0,,"33.836003, -84.381765","https://www.google.com/maps?q=33.836003018637,-84.381764619154",33.836003018637,-84.381764619154,Match,"3005 PEACHTREE RD NE, ATLANTA, GA, 30305"
2773914,"December 6, 2023",Colorado,Peyton,21885 Akawi Way,3,1,1,0,0,,"39.094441, -104.420497","https://www.google.com/maps?q=39.094441192519,-104.420497121685",39.094441192519,-104.420497121685,Match,"21885 AKAWI WAY, PEYTON, CO, 80831"
2772021,"December 6, 2023",Nevada,Las Vegas,4505 S Maryland Pkwy,3,1,1,0,0,,"36.109856, -115.137601","https://www.google.com/maps?q=36.109855577204,-115.137600975806",36.109855577204,-115.137600975806,Match,"4505 S MARYLAND PKWY, LAS VEGAS, NV, 89154"
2771255,"December 5, 2023",Texas,Austin,7104 Berkman Dr,6,3,0,0,1,,"30.324071, -97.689650","https://www.google.com/maps?q=30.324071498268,-97.689650098112",30.324071498268,-97.689650098112,Match,"7104 BERKMAN DR, AUSTIN, TX, 78752"
2770296,"December 4, 2023",South Carolina,Lugoff,I-20,1,4,0,0,0,,I-20,,,,No_Match,
2769819,"December 3, 2023",Texas,Dallas,9700 block of Royce Dr,4,1,1,0,0,,"32.680030, -96.654966","https://www.google.com/maps?q=32.680029711376,-96.654966058586",32.680029711376,-96.654966058586,Match,"9700 ROYCE DR, DALLAS, TX, 75217"
2769728,"December 3, 2023",Texas,Houston,4913 Griggs Rd,1,3,0,0,0,,"29.699806, -95.342071","https://www.google.com/maps?q=29.699806288517,-95.342070820359",29.699806288517,-95.342070820359,Match,"4913 GRIGGS RD, HOUSTON, TX, 77021"
2769652,"December 3, 2023",Minnesota,Minneapolis,403 14th Ave SE,2,2,0,0,1,,"44.980585, -93.235744","https://www.google.com/maps?q=44.980584818691,-93.235744184616",44.980584818691,-93.235744184616,Match,"403 14TH AVE SE, MINNEAPOLIS, MN, 55414"
2770132,"December 3, 2023",Washington,Vancouver,11511 NE 92nd St,4,0,1,0,0,,"45.689211, -122.555086","https://www.google.com/maps?q=45.689211217131,-122.555086464543",45.689211217131,-122.555086464543,Match,"11511 NE 92ND ST, VANCOUVER, WA, 98662"
2769880,"December 2, 2023",Ohio,Columbus,400 block of N Ohio Ave,0,4,0,0,0,,"39.973466, -82.969930","https://www.google.com/maps?q=39.973466380678,-82.96993006366",39.973466380678,-82.96993006366,Match,"400 N OHIO AVE, COLUMBUS, OH, 43203"
2770501,"December 2, 2023",Ohio,Cleveland,2200 block of St Clair Ave,0,4,0,0,0,,2200 block of St Clair Ave,,,,No_Match,
2769574,"December 2, 2023",Mississippi,Mccomb,560 W Presley Blvd,0,5,0,0,0,,"31.226456, -90.463192","https://www.google.com/maps?q=31.226456109604,-90.463192350742",31.226456109604,-90.463192350742,Match,"560 W PRESLEY BLVD, MCCOMB, MS, 39648"
2769181,"December 2, 2023",California,Fresno,4300 block of E Olive Ave,2,2,0,0,1,,"36.757669, -119.753315","https://www.google.com/maps?q=36.757669475592,-119.753314665174",36.757669475592,-119.753314665174,Match,"4300 E OLIVE AVE, FRESNO, CA, 93702"
2769379,"December 2, 2023",Colorado,Aurora,1300 block of Joliet St,0,4,0,0,1,,"39.736536, -104.861075","https://www.google.com/maps?q=39.736535538433,-104.861074987793",39.736535538433,-104.861074987793,Match,"1300 JOLIET ST, AURORA, CO, 80010"
2768663,"December 1, 2023",Nevada,Las Vegas,E Charleston Blvd and N Honolulu St,3,2,0,0,2,,"36.158899, -115.093590","https://www.google.com/maps?q=36.158898715536,-115.093590178159",36.158898715536,-115.093590178159,Match,"E CHARLESTON BLVD & N HONOLULU ST, LAS VEGAS, NV, 89110"
2767813,"November 29, 2023",North Carolina,Lexington,7000 block of NC-8,0,5,0,0,1,,"35.716137, -80.267814","https://www.google.com/maps?q=35.716136848274,-80.267813971505",35.716136848274,-80.267813971505,Match,"7000 STATE HWY 8, LEXINGTON, NC, 27292"
2767246,"November 29, 2023",Illinois,Chicago,3600 block of W Flournoy St,1,3,0,0,1,,"41.872707, -87.715705","https://www.google.com/maps?q=41.872707375808,-87.715705275405",41.872707375808,-87.715705275405,Match,"3600 W FLOURNOY ST, CHICAGO, IL, 60624"
2764105,"November 26, 2023",North Carolina,Winston Salem (Winston-salem),3533 N Glenn Ave,0,4,0,1,1,,"36.136283, -80.236135","https://www.google.com/maps?q=36.136283047984,-80.236134544404",36.136283047984,-80.236134544404,Match,"3533 GLENN AVE N, WINSTON SALEM, NC, 27105"
2764540,"November 26, 2023",California,Los Angeles,836 W 110th St,4,0,0,0,1,,"33.935527, -118.290233","https://www.google.com/maps?q=33.935526863827,-118.290233232318",33.935526863827,-118.290233232318,Match,"836 W 110TH ST, LOS ANGELES, CA, 90044"
2766505,"November 25, 2023",California,Fontana,15500 block of Eastwind Ave,3,1,0,0,1,,"34.129213, -117.465911","https://www.google.com/maps?q=34.129213387046,-117.465911421411",34.129213387046,-117.465911421411,Match,"15500 EASTWIND AVE, FONTANA, CA, 92336"
2763545,"November 23, 2023",Tennessee,Memphis,2707 Kimball Ave,0,4,0,0,0,,"35.094997, -89.972906","https://www.google.com/maps?q=35.094997088608,-89.972906048643",35.094997088608,-89.972906048643,Match,"2707 KIMBALL AVE, MEMPHIS, TN, 38114"
2762964,"November 23, 2023",Georgia,Decatur,3000 block of Cascade Manor Dr,0,4,0,0,0,,"33.698106, -84.250041","https://www.google.com/maps?q=33.69810583594,-84.250040832357",33.69810583594,-84.250040832357,Match,"3000 CASCADE MANOR DR, DECATUR, GA, 30034"
2762712,"November 23, 2023",Illinois,Chicago,2000 block of W Monroe St,0,5,0,0,0,,"41.880070, -87.676694","https://www.google.com/maps?q=41.880070222177,-87.676693787183",41.880070222177,-87.676693787183,Match,"2000 W MONROE ST, CHICAGO, IL, 60612"
2762803,"November 22, 2023",North Carolina,Lumberton,111 W 3rd St,0,6,0,0,1,,"34.618604, -79.008847","https://www.google.com/maps?q=34.618604030758,-79.008846640582",34.618604030758,-79.008846640582,Match,"111 W 3RD ST, LUMBERTON, NC, 28358"
2762681,"November 22, 2023",Mississippi,Goodman,7213 US-51,1,3,0,0,0,,"32.971819, -89.911428","https://www.google.com/maps?q=32.971819134025,-89.911427565654",32.971819134025,-89.911427565654,Match,"7213 US HWY 51, GOODMAN, MS, 39079"
2761566,"November 21, 2023",Pennsylvania,Philadelphia,3200 block of Fairhill St,2,5,0,0,0,,3200 block of Fairhill St,,,,No_Match,
2760537,"November 20, 2023",Ohio,Fairborn (Beavercreek),3360 Pentagon Blvd,0,4,1,0,0,,"39.772733, -84.066464","https://www.google.com/maps?q=39.772732501503,-84.066464262408",39.772732501503,-84.066464262408,Match,"3360 PENTAGON BLVD, BEAVERCREEK, OH, 45431"
2760730,"November 20, 2023",Colorado,Westcliffe,173 Rocky Ridge Rd,3,1,0,0,1,,"38.215535, -105.364091","https://www.google.com/maps?q=38.21553519102,-105.364090622615",38.21553519102,-105.364090622615,Match,"173 ROCKY RIDGE RD, WESTCLIFFE, CO, 81252"
2759654,"November 19, 2023",Texas,Port Arthur,4400 block of Griffing Dr,0,5,0,0,0,,"29.919810, -93.922195","https://www.google.com/maps?q=29.919810295675,-93.922194900428",29.919810295675,-93.922194900428,Match,"4400 GRIFFING DR, PORT ARTHUR, TX, 77642"
2758871,"November 18, 2023",Tennessee,Memphis,3636 Field Lark Dr,4,1,1,0,0,,"35.048175, -90.102306","https://www.google.com/maps?q=35.04817525989,-90.102305756344",35.04817525989,-90.102305756344,Match,"3636 FIELDLARK DR, MEMPHIS, TN, 38109"
2759002,"November 18, 2023",Arkansas,Little Rock,7101 W 12th St,1,3,0,0,2,,"34.741743, -92.353170","https://www.google.com/maps?q=34.741742982432,-92.353170351956",34.741742982432,-92.353170351956,Match,"7101 W 12TH ST, LITTLE ROCK, AR, 72204"
2759046,"November 18, 2023",California,Spring Valley,9034 Ildica St,0,5,0,0,0,,"32.728370, -117.005331","https://www.google.com/maps?q=32.728369692076,-117.005331462418",32.728369692076,-117.005331462418,Match,"9034 ILDICA ST, SPRING VALLEY, CA, 91977"
2757292,"November 16, 2023",Ohio,Willoughby,7166 Mentor Ave,3,1,1,0,0,,"41.648018, -81.386078","https://www.google.com/maps?q=41.648017984696,-81.386078411448",41.648017984696,-81.386078411448,Match,"7166 MENTOR AVE, WILLOUGHBY, OH, 44094"
2755393,"November 14, 2023",Massachusetts,Springfield,31 Morgan St,1,3,0,0,0,,"42.112365, -72.602367","https://www.google.com/maps?q=42.112364599671,-72.602366661765",42.112364599671,-72.602366661765,Match,"31 MORGAN ST, SPRINGFIELD, MA, 01107"
2753283,"November 12, 2023",Washington,Puyallup,11500 152nd St E,0,6,0,0,0,,"47.118354, -122.276273","https://www.google.com/maps?q=47.118354046878,-122.27627321632",47.118354046878,-122.27627321632,Match,"11500 152ND ST E, PUYALLUP, WA, 98374"
2753565,"November 12, 2023",Texas,Pearland,1014 N Main St,1,4,0,0,1,,"29.597355, -95.286575","https://www.google.com/maps?q=29.597354953699,-95.286574872464",29.597354953699,-95.286574872464,Match,"1014 N MAIN ST, PEARLAND, TX, 77581"
2753236,"November 11, 2023",Virginia,Portsmouth,3500 block of Commonwealth Ave,0,4,0,0,0,,"36.823047, -76.344364","https://www.google.com/maps?q=36.823046856945,-76.34436352589",36.823046856945,-76.34436352589,Match,"3500 COMMONWEALTH AVE, PORTSMOUTH, VA, 23707"
2752208,"November 10, 2023",Missouri,Independence,18801 East 39th St S,1,3,0,0,0,,"39.047901, -94.357274","https://www.google.com/maps?q=39.04790081955,-94.357274456515",39.04790081955,-94.357274456515,Match,"18801 E 39TH ST S, INDEPENDENCE, MO, 64057"
2752316,"November 10, 2023",Alabama,Birmingham,I-59 and Bush Blvd,0,4,0,0,1,,I-59 and Bush Blvd,,,,No_Match,
2747768,"November 5, 2023",Arizona,Phoenix,4300 N 21st Dr,0,4,0,0,0,,"33.498700, -112.104728","https://www.google.com/maps?q=33.498700362667,-112.104727952051",33.498700362667,-112.104727952051,Match,"4300 N 21ST DR, PHOENIX, AZ, 85015"
2747938,"November 5, 2023",Indiana,Indianapolis,5905 Madison Ave,1,5,0,0,0,,"39.680306, -86.132237","https://www.google.com/maps?q=39.680305633678,-86.132236895801",39.680305633678,-86.132236895801,Match,"5905 MADISON AVE, INDIANAPOLIS, IN, 46227"
2748473,"November 5, 2023",Texas,Hempstead,35028 Cameron Rd,0,7,0,0,0,,"30.102003, -95.974439","https://www.google.com/maps?q=30.102003427046,-95.974439126579",30.102003427046,-95.974439126579,Match,"35028 CAMERON RD, HEMPSTEAD, TX, 77445"
2748157,"November 5, 2023",Georgia,Atlanta,1090 Redford Dr SE,0,6,0,0,0,,"33.686484, -84.355078","https://www.google.com/maps?q=33.686483512543,-84.355077792509",33.686483512543,-84.355077792509,Match,"1090 REDFORD DR SE, ATLANTA, GA, 30315"
2748070,"November 5, 2023",Washington,Tacoma,2708 6th Ave,2,3,0,0,1,,"47.255382, -122.471523","https://www.google.com/maps?q=47.255382121458,-122.471522505099",47.255382121458,-122.471522505099,Match,"2708 6TH AVE, TACOMA, WA, 98406"
2747734,"November 5, 2023",Colorado,Denver,5514 E 33rd Ave,2,3,0,2,2,,"39.763736, -104.923731","https://www.google.com/maps?q=39.763736277367,-104.923730839892",39.763736277367,-104.923730839892,Match,"5514 E 33RD AVE, DENVER, CO, 80207"
2747153,"November 4, 2023",Ohio,Cleveland (Richmond Heights),500 block of Towne Ln,1,3,0,0,1,,500 block of Towne Ln,,,,No_Match,
2748287,"November 4, 2023",Texas,Galveston,2100 block of The Strand,0,6,0,0,1,,2100 block of The Strand,,,,No_Match,
2746785,"November 3, 2023",Ohio,Cincinnati,Jones St and Wade St,1,5,0,0,0,,"39.112435, -84.526740","https://www.google.com/maps?q=39.112435487535,-84.526739910337",39.112435487535,-84.526739910337,Match,"JONES ST & WADE ST, CINCINNATI, OH, 45214"
2744799,"November 1, 2023",Texas,Dallas,2300 block of 2nd Ave,0,5,0,0,0,,2300 block of 2nd Ave,,,,No_Match,
2745105,"October 31, 2023",California,Salinas,301 Chaparral St,0,7,0,0,0,,"36.702951, -121.646004","https://www.google.com/maps?q=36.702951377864,-121.646003948672",36.702951377864,-121.646003948672,Match,"301 CHAPARRAL ST, SALINAS, CA, 93906"
2743289,"October 30, 2023",Minnesota,Minneapolis,901 Cedar Ave,0,4,0,0,0,,"44.964033, -93.247179","https://www.google.com/maps?q=44.964033275897,-93.247178816157",44.964033275897,-93.247178816157,Match,"901 CEDAR AVE S, MINNEAPOLIS, MN, 55404"
2743711,"October 29, 2023",North Carolina,Wilson,2331 US-301 S,0,4,0,0,1,,"35.700116, -77.931966","https://www.google.com/maps?q=35.700116400626,-77.931966383413",35.700116400626,-77.931966383413,Match,"2331 US HWY 301 S, WILSON, NC, 27893"
2742403,"October 29, 2023",Kansas,Dodge City,207 E Wyatt Earp Blvd,2,2,0,0,1,,"37.752495, -100.019092","https://www.google.com/maps?q=37.752495162458,-100.019091736539",37.752495162458,-100.019091736539,Match,"207 E WYATT EARP BLVD, DODGE CITY, KS, 67801"
2742030,"October 29, 2023",Florida,Tampa,1600 block of E 7th Ave,2,15,0,0,3,,1600 block of E 7th Ave,,,,No_Match,
2742160,"October 29, 2023",Georgia,Atlanta,120 Piedmont Ave NE,1,3,0,0,0,,"33.910739, -84.235587","https://www.google.com/maps?q=33.910739358306,-84.23558712694",33.910739358306,-84.23558712694,Match,"120 PIEDMONT CT, ATLANTA, GA, 30340"
2742012,"October 29, 2023",Indiana,Indianapolis,5172 E 65th St,1,9,0,0,0,,"39.876022, -86.082694","https://www.google.com/maps?q=39.876021857584,-86.082693764382",39.876021857584,-86.082693764382,Match,"5172 E 65TH ST, INDIANAPOLIS, IN, 46220"
2742143,"October 29, 2023",Illinois,Chicago,1258 S Pulaski Rd,0,15,0,0,1,,"41.864907, -87.725210","https://www.google.com/maps?q=41.864907364581,-87.725210340252",41.864907364581,-87.725210340252,Match,"1258 S PULASKI RD, CHICAGO, IL, 60623"
2743269,"October 29, 2023",Mississippi,Wiggins,195 Old Hwy 49 S,1,3,0,0,2,,"30.928874, -89.172759","https://www.google.com/maps?q=30.928873518099,-89.172758729846",30.928873518099,-89.172758729846,Match,"195 OLD HWY 49 S, WIGGINS, MS, 39577"
2743031,"October 29, 2023",California,Azusa,5400 block of N Banewell Ave,0,4,0,0,0,,"34.111319, -117.913227","https://www.google.com/maps?q=34.111318819317,-117.913226663365",34.111318819317,-117.913226663365,Match,"5400 N BANEWELL AVE, AZUSA, CA, 91702"
2742572,"October 28, 2023",New Mexico,Las Cruces,3000 block of Dyer St,0,7,0,0,0,,3000 block of Dyer St,,,,No_Match,
2742231,"October 28, 2023",Louisiana,Lake Charles,Bruce Dr and Opelousas St,0,6,0,0,1,,"30.242254, -93.146479","https://www.google.com/maps?q=30.242253627206,-93.146479052311",30.242253627206,-93.146479052311,Match,"BRUCE DR & OPELOUSAS ST, LAKE CHARLES, LA, 70615"
2742471,"October 28, 2023",California,Chula Vista,2015 Birch Rd,0,4,0,0,1,,"32.621127, -116.967920","https://www.google.com/maps?q=32.621126670015,-116.96792045479",32.621126670015,-116.96792045479,Match,"2015 BIRCH RD, CHULA VISTA, CA, 91915"
2742414,"October 28, 2023",Georgia,Decatur,3300 block of Glenwood Rd,0,4,0,0,0,,"33.738697, -84.283275","https://www.google.com/maps?q=33.738697451732,-84.283275007091",33.738697451732,-84.283275007091,Match,"3300 GLENWOOD RD, DECATUR, GA, 30032"
2741453,"October 28, 2023",Illinois,Chicago,2000 block of N Lorel Ave,0,4,0,0,0,,"41.918159, -87.759727","https://www.google.com/maps?q=41.918158718873,-87.759727201868",41.918158718873,-87.759727201868,Match,"2000 N LOREL AVE, CHICAGO, IL, 60639"
2741772,"October 28, 2023",Maryland,Cumberland,20 S Mechanic St,1,3,0,0,1,,"39.651036, -78.762936","https://www.google.com/maps?q=39.65103619234,-78.762936312961",39.65103619234,-78.762936312961,Match,"20 S MECHANIC ST, CUMBERLAND, MD, 21502"
2741949,"October 28, 2023",Texas,Texarkana,715 N Stateline Ave,3,3,0,0,2,,"33.427376, -94.043168","https://www.google.com/maps?q=33.427375945509,-94.043167798577",33.427375945509,-94.043167798577,Match,"715 N STATE LINE AVE, TEXARKANA, TX, 75501"
2746094,"October 27, 2023",Arkansas,Little Rock,7620 Baseline Rd,1,4,0,0,0,,"34.669769, -92.362078","https://www.google.com/maps?q=34.66976939562,-92.362078217755",34.66976939562,-92.362078217755,Match,"7620 BASELINE RD, LITTLE ROCK, AR, 72209"
2741490,"October 27, 2023",Ohio,Mansfield,810 Ferndale Rd,2,4,0,0,1,,"40.736350, -82.508114","https://www.google.com/maps?q=40.73634995613,-82.508113608641",40.73634995613,-82.508113608641,Match,"810 FERNDALE RD, MANSFIELD, OH, 44907"
2739575,"October 26, 2023",North Carolina,Clinton,10310 Garland Hwy,5,0,0,0,2,,"34.865243, -78.343157","https://www.google.com/maps?q=34.865242790218,-78.343156578536",34.865242790218,-78.343156578536,Match,"10310 GARLAND HWY, CLINTON, NC, 28328"
2738185,"October 25, 2023",Maine,Lewiston,24 Mollison Way,18,13,1,0,0,,"44.124290, -70.200074","https://www.google.com/maps?q=44.124289815415,-70.200073555176",44.124289815415,-70.200073555176,Match,"24 MOLLISON WAY, LEWISTON, ME, 04240"
2737798,"October 24, 2023",North Carolina,Greenville,1500 Greenville Blvd SW,1,3,0,0,2,,"35.575048, -77.420101","https://www.google.com/maps?q=35.575048481974,-77.420101205983",35.575048481974,-77.420101205983,Match,"1500 GREENVILLE BLVD SW, GREENVILLE, NC, 27834"
2736792,"October 23, 2023",Illinois,Chicago,6140 S Justine St,1,3,0,0,0,,"41.782297, -87.663131","https://www.google.com/maps?q=41.782296574995,-87.663130638069",41.782296574995,-87.663130638069,Match,"6140 S JUSTINE ST, CHICAGO, IL, 60636"
2737647,"October 23, 2023",Colorado,Durango,149 S Camino del Rio,1,3,0,0,3,,"37.261952, -107.877994","https://www.google.com/maps?q=37.261951899555,-107.877993753408",37.261951899555,-107.877993753408,Match,"149 S CAM DEL RIO, DURANGO, CO, 81303"
2735504,"October 22, 2023",Mississippi,Meridian,2409 5th St,1,3,0,0,0,,"32.362852, -88.701458","https://www.google.com/maps?q=32.362852460749,-88.701458027239",32.362852460749,-88.701458027239,Match,"2409 5TH ST, MERIDIAN, MS, 39301"
2735299,"October 22, 2023",Arkansas,Pine Bluff,200 University Dr,1,3,0,0,4,,"34.228494, -92.019960","https://www.google.com/maps?q=34.228493829537,-92.019960353492",34.228493829537,-92.019960353492,Match,"200 UNIVERSITY DR, PINE BLUFF, AR, 71601"
2735026,"October 21, 2023",Texas,College Station,2501 Texas Ave S,0,4,0,0,1,,2501 Texas Ave S,,,,No_Match,
2735343,"October 21, 2023",Texas,Borger,718 N Main St,1,3,0,0,1,,"35.673253, -101.389745","https://www.google.com/maps?q=35.673253183457,-101.389744905022",35.673253183457,-101.389744905022,Match,"718 N MAIN ST, BORGER, TX, 79007"
2735260,"October 21, 2023",California,Oakley,487 Shannon Way,1,3,0,0,1,,"37.971991, -121.726926","https://www.google.com/maps?q=37.971990692906,-121.726925923953",37.971990692906,-121.726925923953,Match,"487 SHANNON WAY, OAKLEY, CA, 94561"
2735271,"October 21, 2023",North Carolina,Fayetteville,1520 Slater Ave,1,3,0,0,1,,"35.077901, -78.897900","https://www.google.com/maps?q=35.077900851612,-78.89790020969",35.077900851612,-78.89790020969,Match,"1520 SLATER AVE, FAYETTEVILLE, NC, 28301"
2735073,"October 21, 2023",California,Santa Maria,1000 block of N School St,1,3,0,0,3,,"34.962297, -120.430262","https://www.google.com/maps?q=34.962297302061,-120.430261565191",34.962297302061,-120.430261565191,Match,"1000 N SCHOOL ST, SANTA MARIA, CA, 93454"
2735817,"October 21, 2023",Louisiana,Monroe,3100 block of Renwick St,1,5,0,0,2,,"32.513813, -92.082221","https://www.google.com/maps?q=32.513813114668,-92.082221490888",32.513813114668,-92.082221490888,Match,"3100 RENWICK ST, MONROE, LA, 71201"
2734098,"October 20, 2023",Nebraska,Lincoln,13th St and O St,0,4,0,0,3,,13th St and O St,,,,Tie,
2735403,"October 20, 2023",Louisiana,Alexandria,1900 block of Kelly St,0,4,0,0,2,,"31.308841, -92.462718","https://www.google.com/maps?q=31.308841346226,-92.462717907419",31.308841346226,-92.462717907419,Match,"1900 KELLY ST, ALEXANDRIA, LA, 71301"
2733549,"October 19, 2023",Washington,Toppenish,200 block of Pearne St,3,1,1,0,0,,"46.379423, -120.305681","https://www.google.com/maps?q=46.379422505246,-120.305680959596",46.379422505246,-120.305680959596,Match,"200 PEARNE ST, TOPPENISH, WA, 98948"
2733136,"October 18, 2023",Ohio,Columbus,200 block of Winner Ave,0,4,0,0,1,,"39.972386, -82.965712","https://www.google.com/maps?q=39.972386160282,-82.965711555938",39.972386160282,-82.965711555938,Match,"200 WINNER AVE, COLUMBUS, OH, 43203"
2732484,"October 17, 2023",Georgia,Augusta,2 Greene St,0,4,0,0,0,,"33.467407, -81.949843","https://www.google.com/maps?q=33.467407077418,-81.949842534109",33.467407077418,-81.949842534109,Match,"2 GREENE ST, AUGUSTA, GA, 30901"
2731511,"October 16, 2023",Maryland,Severn,1159 Reece Rd,0,4,0,0,0,,"39.121608, -76.707328","https://www.google.com/maps?q=39.121608352675,-76.707327924623",39.121608352675,-76.707327924623,Match,"1159 REECE RD, SEVERN, MD, 21144"
