"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2907162,"May 12, 2024",Georgia,Atlanta,"2110 Peachtree Rd NW",2,4,0,0,1,N/A
2907598,"May 12, 2024",Massachusetts,Northborough,"333 Howard St",1,4,0,0,3,N/A
2906715,"May 11, 2024",Kentucky,Louisville,"282 Evangeline Ave",2,2,0,0,0,N/A
2907355,"May 11, 2024",Alabama,Stockton,"9400 block of Bryants Landing Rd",3,15,0,0,3,N/A
2904508,"May 8, 2024",Texas,"San Antonio","6708 Windsor Hollow Dr",1,4,0,0,1,N/A
2904816,"May 8, 2024","North Carolina",Durham,"311 S Lasalle St",1,3,0,0,2,N/A
2902327,"May 6, 2024",Indiana,"Fort Wayne","Hanna St and E Rudisill Blvd",0,4,0,0,1,N/A
2900406,"May 5, 2024",Alabama,Birmingham,"800 3rd Ave W",1,6,0,0,2,N/A
2900481,"May 5, 2024",Alabama,Tuscaloosa,"1300 block of 58th St E",1,3,0,0,1,N/A
2902726,"May 5, 2024","New Mexico",Gallup,"1500 block of S 2nd St",2,2,0,0,0,N/A
2901278,"May 5, 2024",Alabama,Huntsville,"708 Poplar Ave NW",0,5,0,0,1,N/A
2899844,"May 4, 2024","New York","Corona (Queens)","108-11 Atlantic Avenue",1,3,0,0,4,N/A
2899861,"May 4, 2024","New York",Rochester,"Lyell Ave and Austin St",2,2,0,0,1,N/A
2900308,"May 4, 2024",California,"Long Beach","2688 E South St",0,7,0,0,0,N/A
2900165,"May 4, 2024","New York",Buffalo,"1490 Jefferson Ave",1,5,0,0,0,N/A
2899989,"May 4, 2024",Tennessee,Memphis,"3562 Kirby Pkwy",1,3,0,0,0,N/A
2900213,"May 4, 2024",Pennsylvania,Philadelphia,"1007 S 51st St",1,3,0,0,0,N/A
2899834,"May 3, 2024","New York",Westbury,"Pepperidge Rd and Eastfield Rd",0,6,0,0,0,N/A
2931805,"May 3, 2024",Texas,Houston,"6800 block of Cullen Blvd",0,4,0,0,6,N/A
2899180,"May 2, 2024",Virginia,Richmond,"3800 Delmont St",1,3,0,0,0,N/A
2898126,"May 1, 2024",Michigan,Detroit,"Faust Ave and Westfield Ave",0,4,0,0,1,N/A
2896893,"May 1, 2024",Texas,"Fort Worth","3096 Las Vegas Trl",0,6,0,0,5,N/A
2893900,"April 29, 2024","North Carolina",Charlotte,"5525 Galway Dr",4,4,1,0,0,N/A
2895203,"April 29, 2024",Florida,"Miami Gardens","1400 NW 197th St",0,5,0,0,0,N/A
2892877,"April 28, 2024",Florida,Sanford,"4380 Carraway Pl",0,10,0,0,1,N/A
2892952,"April 28, 2024",Louisiana,Kenner,"700 block of Farm Ave",0,5,1,0,0,N/A
2893298,"April 28, 2024",Georgia,Fitzgerald,"300 block of E Pine St",1,3,0,0,1,N/A
2892937,"April 28, 2024",Arizona,Tucson,"3200 block of E 5th St",1,3,0,0,4,N/A
2893705,"April 28, 2024",Mississippi,Utica,"1022 Lee Davis Cir",1,3,0,1,3,N/A
2892069,"April 27, 2024",Florida,"Daytona Beach","600 block of N Grandview Ave",0,4,0,0,1,N/A
2892374,"April 27, 2024","South Carolina",Santee,"800 block of Antioch Rd",1,3,0,0,3,N/A
2892008,"April 26, 2024","District of Columbia",Washington,"1219 Connecticut Ave NW",0,6,0,0,1,N/A
2888610,"April 22, 2024",Virginia,Petersburg,"5900 block of Sentry Hill Ct",0,5,0,0,0,N/A
2887313,"April 22, 2024",Oklahoma,Yukon,"2804 Mirage St",4,0,1,0,0,N/A
2886674,"April 21, 2024",Illinois,"Oak Forest","5500 block of Babette Ct",1,3,0,0,1,N/A
2885854,"April 20, 2024",Tennessee,Memphis,"2410 Carnes Ave",2,7,0,0,0,N/A
2884570,"April 19, 2024",Maryland,Greenbelt,"6915 Hanover Pkwy",0,5,0,0,1,N/A
2884585,"April 19, 2024","District of Columbia",Washington,"1211 Mount Olivet Rd NE",0,4,0,0,2,N/A
2884446,"April 18, 2024",Louisiana,Thibodaux,"1400 block of Orange Grove Sq",0,4,0,0,0,N/A
2881822,"April 16, 2024","New York",Bronx,"E Mount Eden Ave and Townsend Ave",1,3,0,0,2,N/A
2881676,"April 16, 2024","North Carolina",Clinton,"Boykin Rd and Shaun Ln",1,3,0,0,0,N/A
2879450,"April 14, 2024",Texas,Dallas,"4530 Collins Ave",1,8,0,0,1,N/A
2880126,"April 14, 2024",Kentucky,Hopkinsville,"1700 Canton St",0,4,0,0,2,N/A
2879964,"April 14, 2024",Virginia,Richmond,"1300 block of Jennie Scher Rd",1,4,0,0,0,N/A
2879792,"April 14, 2024",Tennessee,Nashville,"480 Bell Rd",0,6,0,0,1,N/A
2880226,"April 14, 2024",Louisiana,"New Orleans","828 S Peters St",1,11,0,0,0,N/A
2879189,"April 13, 2024",Illinois,Chicago,"2021 W 52nd St",1,10,0,0,1,N/A
2880895,"April 13, 2024",Georgia,Albany,"300 E Broad Ave",0,4,0,0,6,N/A
2879659,"April 13, 2024",Arkansas,Wynne,"441 Martin Luther King S",1,9,0,0,4,N/A
2880957,"April 13, 2024",Mississippi,Coldwater,"W Central St",1,3,0,0,0,N/A
2877499,"April 11, 2024",Florida,Orlando,"2800 block of Gamma Dr",1,3,0,0,0,N/A
2876444,"April 10, 2024","District of Columbia",Washington,"1100 block of 21st Street NE",1,5,0,0,0,N/A
2873416,"April 7, 2024",Texas,"San Antonio","11135 Wye Dr",0,6,0,0,0,N/A
2873450,"April 7, 2024",Oklahoma,"Oklahoma City","3034 N Portland Ave",1,3,0,0,0,N/A
2872613,"April 6, 2024",Florida,"Miami (Doral)","3450 NW 83rd Ave",1,7,1,0,0,N/A
2872340,"April 5, 2024",Arkansas,"North Little Rock","116 Curtis Sykes Dr",1,3,0,0,1,N/A
2872754,"April 5, 2024",Florida,"West Palm Beach","1170 W 27th St",1,3,0,0,1,N/A
2872358,"April 1, 2024",Louisiana,"New Iberia","600 block of Breaux Alley",0,4,0,1,2,N/A
2868907,"April 1, 2024",Michigan,Eastpointe,"19000 block of Dijon Ave",0,4,0,0,0,N/A
2867279,"March 31, 2024",Tennessee,Nashville,"614 Garfield St",1,5,0,0,1,N/A
2966990,"March 31, 2024",Mississippi,Greenwood,US-49E,1,3,0,0,1,N/A
2867514,"March 31, 2024",Illinois,Chicago,"400 block of N Lavergne Ave",1,3,0,0,3,N/A
2866851,"March 31, 2024",Illinois,Chicago,"5333 W Madison St",1,4,0,0,0,N/A
2867670,"March 31, 2024",Mississippi,Jackson,"2050 Martin Luther King Jr Dr",0,4,0,1,0,N/A
2867139,"March 31, 2024",Georgia,Dublin,"500 block of West Ave",2,5,0,0,2,N/A
2867883,"March 31, 2024",Mississippi,Jackson,"3200 block of US-80",1,3,0,0,0,N/A
2868697,"March 31, 2024",Texas,Paris,"1355 8th NE",0,4,0,0,0,N/A
2868563,"March 31, 2024",Florida,"Saint Petersburg","400 49th St S",0,4,0,0,5,N/A
2866832,"March 30, 2024",Indiana,Indianapolis,"49 W Maryland St",0,7,0,0,1,N/A
2865719,"March 29, 2024",Alabama,Mobile,"600 block of Euclid Ave",2,2,0,1,2,N/A
2865779,"March 29, 2024",Michigan,Detroit,"8203 W Chicago St",0,5,0,0,1,N/A
2864257,"March 27, 2024",Texas,Houston,"3403 Love St",1,3,0,0,0,N/A
2862335,"March 25, 2024",Florida,"Pompano Beach","1750 Dr. Martin Luther King Jr. Blvd",1,3,0,0,3,N/A
2860902,"March 24, 2024",Indiana,Indianapolis,"9439 E Washington St",0,5,1,0,0,N/A
2859623,"March 22, 2024",Louisiana,"New Orleans","AP Tureau Ave and N Roman St",2,2,0,0,0,N/A
2855294,"March 17, 2024","District of Columbia",Washington,"1541 7th St NW",2,5,0,0,0,N/A
2854765,"March 16, 2024",Ohio,Euclid,"19500 block of St Clair Ave",0,5,0,0,0,N/A
2854542,"March 16, 2024",Indiana,Indianapolis,"808 Broad Ripple Ave",1,5,0,0,1,N/A
2855735,"March 16, 2024",California,Manteca,"955 E Yosemite Ave",0,4,0,0,0,N/A
2855051,"March 16, 2024",Texas,"El Paso","2285 Trawood Dr",1,3,0,0,1,N/A
2855474,"March 16, 2024",Alabama,Montgomery,"3700 block of Woodley Rd",1,3,0,0,0,N/A
2853374,"March 14, 2024",Tennessee,Memphis,"1300 block of Quinn Ave",1,3,0,1,2,N/A
2851205,"March 12, 2024",Florida,Lawtey,"21637 NE 17th Ave",3,1,0,0,1,N/A
2849965,"March 10, 2024",Louisiana,Shreveport,"2755 Hollywood Ave",1,3,0,0,0,N/A
2849245,"March 10, 2024",Arkansas,Jonesboro,"641 Burke Ave",2,5,1,0,0,N/A
2846628,"March 6, 2024",Pennsylvania,Philadelphia,"Rising Sun Ave and Cottman Ave",0,8,0,0,4,N/A
2844773,"March 4, 2024",Pennsylvania,Philadelphia,"Ogontz Ave and Godfrey Ave",1,4,0,0,0,N/A
2844148,"March 3, 2024",Mississippi,"West Point","10514 US-45 ALT N",1,12,0,0,1,N/A
2844405,"March 3, 2024",California,"King City","215 N 2nd St",4,7,0,0,3,N/A
2843663,"March 2, 2024",Texas,Houston,"5101 Washington Ave",0,4,0,0,1,N/A
2843303,"March 2, 2024","North Carolina",Pembroke,"408 W Railroad St",2,3,0,0,1,N/A
2844305,"March 2, 2024",Louisiana,Natchez,"198 LA-119",1,3,0,0,0,N/A
2841692,"February 29, 2024",Missouri,Independence,"1111 N Elsea Smith Rd",2,2,0,1,1,N/A
2840946,"February 28, 2024",Florida,Orlando,"Ironwedge Dr and S Lake Orlando Pkwy",1,6,0,0,2,N/A
2839362,"February 27, 2024",Minnesota,Minneapolis,"E Franklin Ave and Elliot Ave",1,3,0,0,3,N/A
2839240,"February 26, 2024",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,3,0,0,0,N/A
2838132,"February 25, 2024",Illinois,Chicago,"7340 N Rogers Ave",1,3,0,0,1,N/A
2838389,"February 25, 2024",Illinois,Chicago,"8033 S Vincennes Ave",3,1,0,0,1,N/A
2838881,"February 25, 2024",Alaska,"Point Hope","309 Agviq St",2,2,0,0,1,N/A
2834712,"February 20, 2024",Pennsylvania,Allentown,"1800 block of W Turner St",0,4,0,0,1,N/A
2898968,"February 19, 2024",California,Oakland,"3841 West St",0,5,0,0,4,N/A
2832971,"February 19, 2024",Indiana,Indianapolis,"2621 S Lynhurst Dr",1,5,0,0,0,N/A
2832334,"February 18, 2024",Minnesota,Burnsville,"12605 33rd Ave",3,1,1,0,0,N/A
2832590,"February 18, 2024",Alabama,Montgomery,"3500 block of McGehee Rd",1,3,0,0,1,N/A
2832558,"February 18, 2024",California,Carson,"1155 E Dominguez St",0,4,0,0,0,N/A
2831391,"February 16, 2024",Alabama,Birmingham,"828 Center Street N",4,0,0,0,1,N/A
2830649,"February 15, 2024",Arkansas,Springdale,"599 E Lakeview Dr",1,4,0,0,3,N/A
2828898,"February 14, 2024",Georgia,Atlanta,"3450 Benjamin E Mays Dr SW",0,4,0,0,1,N/A
2828337,"February 14, 2024",Georgia,Claxton,"7903 US-301",2,2,0,0,1,N/A
2828642,"February 14, 2024",Missouri,"Kansas City","30 W Pershing Rd",1,22,0,2,6,N/A
2828159,"February 13, 2024",Maryland,Baltimore,"700 block of E Eager St",0,4,0,0,0,N/A
2826683,"February 12, 2024","New York",Bronx,"Jerome Ave and W Mount Eden Ave",1,5,0,0,3,N/A
2826220,"February 11, 2024",Tennessee,Jackson,"23 Heritage Square",0,4,1,0,0,N/A
2826477,"February 11, 2024",California,"Huntington Park","6000 block of Bear Ave",4,1,0,0,4,N/A
2825493,"February 11, 2024",Illinois,Chicago,"W 30th St and S St Louis Ave",0,7,0,0,0,N/A
2824648,"February 9, 2024",Texas,Dallas,"220 Stoneport Dr",0,5,0,0,0,N/A
2824579,"February 9, 2024","District of Columbia",Washington,"1200 block of Raum St NE",1,3,0,0,0,N/A
2822404,"February 7, 2024",Pennsylvania,"Lansdowne (East Lansdowne)","58 Lewis Ave",4,2,1,0,0,N/A
2819413,"February 4, 2024",Colorado,Denver,"5000 block of N Orleans Ct",2,4,0,0,0,N/A
2815852,"January 31, 2024",Kentucky,Louisville,"S 12th St and W Muhammad Ali Blvd",2,2,0,0,1,N/A
2815932,"January 31, 2024",Louisiana,"New Orleans","Wall Blvd and Murl St",1,3,0,0,0,N/A
2815425,"January 29, 2024",Mississippi,Grenada,"N Lynch St",0,4,0,0,0,N/A
2813433,"January 28, 2024",Florida,"Palm Bay","473 Forgal Ave",3,2,1,0,0,N/A
2813845,"January 28, 2024",California,Compton,"S Central Ave and Alondra Blvd",0,4,0,0,0,N/A
2814635,"January 28, 2024",Tennessee,Memphis,"2223 W River Trace Dr",2,2,0,0,1,N/A
2813443,"January 28, 2024",Pennsylvania,Harrisburg,"600 block of Fillmore St",0,4,0,0,0,N/A
2815416,"January 27, 2024",Mississippi,Grenada,"800 block of Martin Luther King Jr Dr",1,3,0,0,1,N/A
2812487,"January 27, 2024","North Carolina",Charlotte,"8508 Lodge S Cir",3,1,0,0,0,N/A
2812327,"January 25, 2024",Missouri,"Kansas City","3100 block of E Linwood Blvd",0,4,0,0,0,N/A
2810693,"January 24, 2024",Louisiana,"New Orleans","3400 block of Wall Blvd",1,3,0,0,0,N/A
2809998,"January 23, 2024",California,Adelanto,"Shadow Mountain Rd and Lessing Ave",6,0,0,0,5,N/A
2807511,"January 21, 2024",Texas,Katy,"4643 Russet Leaf Tr",3,2,0,1,1,N/A
2807503,"January 21, 2024","New York",Bronx,"4137 White Plains Rd",1,3,0,0,0,N/A
2808531,"January 21, 2024",Illinois,Joliet,"200 block of Davis St",8,1,1,0,1,N/A
2807473,"January 21, 2024",Illinois,"Tinley Park","7430 173rd Pl",4,0,0,0,1,N/A
2807528,"January 20, 2024",Florida,Plantation,"12301 W Sunrise Blvd",1,3,0,0,3,N/A
2807488,"January 20, 2024",Florida,"Palm Bay","1700 Woodlake Dr NE",3,2,0,0,1,N/A
2806941,"January 20, 2024",Pennsylvania,Coraopolis,"870 Fourth Ave",1,3,0,0,0,N/A
2806956,"January 20, 2024",Alabama,Coker,"11000 block of Pate Rd",1,3,0,0,3,N/A
2804280,"January 18, 2024",California,"San Francisco","Hyde St and Turk St",1,4,0,0,0,N/A
2803737,"January 17, 2024",Missouri,"Kansas City","2450 Grand Blvd",0,6,0,0,2,N/A
2804615,"January 17, 2024",Nevada,"Las Vegas","200 block of W Chicago Ave",2,2,0,0,0,N/A
2801431,"January 14, 2024",Pennsylvania,Philadelphia,"2400 block of N Myrtlewood St",2,4,0,0,0,N/A
2801357,"January 14, 2024",Mississippi,"West Point","W Half Mile St and N Division St",2,3,0,0,3,N/A
2801260,"January 14, 2024",Texas,Houston,"4400 block of Mooney Rd",0,4,0,0,0,N/A
2800844,"January 13, 2024",Texas,Richmond,"17006 Cory Cornel Ln",4,0,1,0,0,N/A
2799654,"January 11, 2024",California,Compton,"1000 block of Acacia Ave",0,5,0,0,0,N/A
2798627,"January 9, 2024",Virginia,Portsmouth,"3700 block of Greenway Ct E",2,2,0,0,1,N/A
2796605,"January 7, 2024",Alabama,Abbeville,"1600 block of Co Rd 40",0,4,0,0,0,N/A
2822517,"January 6, 2024",California,Reedley,"1151 S Church Ave",4,0,0,0,1,N/A
2794498,"January 4, 2024",Louisiana,"Baton Rouge","6315 Greenwell St",1,5,0,0,0,N/A
2794194,"January 4, 2024",Iowa,Perry,"1200 18th St",2,5,1,0,0,N/A
2792720,"January 1, 2024",Missouri,Springfield,"5485 W Sunshine St",0,4,0,0,1,N/A
2791411,"January 1, 2024",California,"Los Angeles","2350 Porter St",2,8,0,0,0,N/A
2840907,"January 1, 2024",Illinois,Maywood,"1500 block of St Charles Rd",2,2,0,0,1,N/A
2792829,"January 1, 2024",Louisiana,"Baton Rouge","4600 block of W Brookstown Dr",1,3,0,0,3,N/A
